id,district,latitude,longitude,area,rooms,floor,total_floors,metro_distance,distance_to_center,park_distance,school_distance,shopping_distance,year_built,building_age,building_type,renovation,ceiling_height,has_balcony,has_loggia,has_parking,has_elevator,price,price_per_sqm
9986,НАО,55.560853,37.333622,130.5,3,3,14,0.22,37.99,1.57,0.67,0.45,2012,12,панель,косметический,2.92,0,0,0,1,24086626.03,184518.9
9987,НАО,55.530833,37.362397,48.7,2,5,11,0.13,37.48,2.24,0.92,2.33,1972,52,монолит,евроремонт,3.02,0,0,0,1,11885818.82,243876.92
9988,ЮВАО,55.709471,37.731633,49.3,2,2,13,0.44,13.52,0.61,0.57,2.32,1987,37,панель,косметический,2.74,1,0,0,1,11951387.17,242340.09
9989,ЗАО,55.713845,37.445318,148.5,2,20,20,0.53,19.58,0.95,1.05,0.75,2020,4,кирпич,евроремонт,2.52,0,0,1,1,52661821.85,354566.75
9990,СЗАО,55.826662,37.383457,125.0,2,13,19,1.38,27.27,0.87,1.48,2.43,2009,15,монолит,косметический,2.63,0,0,0,1,30140778.41,241201.12
9991,ЮЗАО,55.638129,37.543358,29.2,4,7,11,0.58,15.08,2.18,1.35,1.83,2003,21,монолит,косметический,3.16,1,0,0,1,12286448.73,421061.16
9992,ВАО,55.79,37.786429,76.9,1,15,16,0.23,19.22,0.77,0.47,1.61,1986,38,монолит,дизайнерский,2.76,0,1,0,1,24563900.81,319332.51
9993,ТАО,55.321528,37.286666,76.3,2,12,12,0.8,60.26,2.08,0.94,2.4,1976,48,монолит,косметический,2.67,1,0,0,1,9767635.22,128099.41
9994,ЮВАО,55.682019,37.76695,120.8,1,8,10,1.72,18.32,1.1,0.28,2.38,2006,18,блочный,косметический,3.06,1,1,0,1,24786208.42,205251.27
9995,ЦАО,55.750503,37.581096,129.8,4,6,16,0.98,4.04,0.89,0.27,1.88,2007,17,монолит,косметический,2.96,1,1,1,1,59178210.98,455881.58
9996,НАО,55.545749,37.396762,56.5,3,8,9,0.15,33.53,2.13,0.38,0.89,1984,40,панель,дизайнерский,3.0,0,0,0,1,15332506.48,271166.67
9997,ЦАО,55.756189,37.591539,46.2,2,4,5,0.47,2.92,0.26,1.16,0.98,1982,42,монолит,без ремонта,2.63,1,0,0,0,21656457.12,468731.71
9998,ВАО,55.80631,37.793036,145.0,1,15,20,0.15,20.4,1.64,0.82,2.82,1987,37,блочный,без ремонта,2.69,1,0,1,1,38032632.29,262289.17
9999,СВАО,55.867469,37.615238,130.9,1,8,21,0.46,12.82,1.83,1.37,1.11,2019,5,монолит,косметический,2.52,1,1,0,1,37188112.28,284083.73
10000,ЮЗАО,55.668978,37.578181,110.1,3,6,10,0.28,10.2,1.92,1.43,0.4,1987,37,монолит,евроремонт,2.6,1,0,0,1,35989338.08,326895.32
10001,ЮВАО,55.715339,37.771725,39.1,3,3,21,0.69,17.6,0.74,0.15,2.92,2011,13,монолит,косметический,3.0,0,1,0,1,12240770.24,313408.85
10002,ВАО,55.775288,37.770984,65.1,1,12,12,0.29,17.23,1.07,1.26,2.37,1975,49,монолит,без ремонта,2.5,1,1,0,1,18821976.65,288998.19
10003,ВАО,55.773655,37.8316,60.6,1,10,20,0.54,23.89,1.47,1.26,0.34,2019,5,монолит,евроремонт,2.76,1,1,0,1,16909152.08,278831.61
10004,ВАО,55.794317,37.791345,76.4,1,4,20,0.83,19.86,0.24,0.85,1.14,2021,3,панель,дизайнерский,2.86,1,0,1,1,24659888.31,322699.71
10005,ЗАО,55.696389,37.468119,147.9,3,6,8,1.14,17.69,0.69,0.67,0.42,1973,51,кирпич,косметический,2.77,0,1,0,1,46476340.01,314148.87
10006,ЮАО,55.627044,37.690479,75.0,4,1,21,1.75,16.06,0.43,1.48,2.36,2008,16,панель,косметический,2.52,0,1,1,1,20943887.23,279124.91
10007,ЮЗАО,55.667315,37.589291,88.9,1,7,10,0.42,9.91,1.23,0.13,2.98,1997,27,монолит,косметический,3.1,0,1,0,1,26340708.99,296392.99
10008,ЮАО,55.660164,37.670952,101.5,1,20,23,2.34,11.79,1.57,0.97,2.53,1979,45,панель,евроремонт,2.51,1,1,0,1,31780113.95,313144.51
10009,ВАО,55.764231,37.856429,96.0,2,21,22,0.7,26.56,0.56,1.0,2.35,1979,45,панель,без ремонта,2.69,1,0,0,1,27140708.78,282629.94
10010,ТАО,55.319425,37.28247,27.1,1,6,21,6.41,60.73,1.77,0.63,2.86,1975,49,блочный,косметический,2.5,1,1,0,1,2230503.92,82361.0
10011,НАО,55.562284,37.348146,143.1,2,23,23,0.15,36.57,0.75,1.42,1.07,2008,16,монолит,косметический,3.17,0,1,1,1,25343210.19,177087.73
10012,САО,55.822222,37.531563,112.8,2,6,11,1.94,12.32,1.39,0.67,0.38,1974,50,панель,косметический,2.67,1,0,0,1,37239636.68,330223.72
10013,ТАО,55.355657,37.312416,147.2,1,12,14,1.13,55.52,2.05,0.34,0.74,2001,23,панель,евроремонт,2.66,1,1,0,1,20616985.02,140064.55
10014,ВАО,55.807216,37.837169,87.0,2,6,11,0.54,25.14,1.77,0.15,1.65,1971,53,монолит,без ремонта,3.1,1,0,1,1,23371704.14,268728.07
10015,ЮВАО,55.709258,37.745436,144.2,1,7,23,0.3,14.97,0.53,0.85,0.49,2018,6,блочный,косметический,2.81,0,1,0,1,37825492.18,262231.0
10016,СВАО,55.8788,37.617871,134.6,2,9,11,4.11,14.07,0.46,0.48,2.27,1990,34,блочный,косметический,2.5,1,1,0,1,41511423.12,308513.87
10017,ЦАО,55.75321,37.611132,26.3,1,1,13,0.93,0.72,2.11,1.32,1.0,2022,2,сталинка,без ремонта,2.71,0,0,1,1,14838310.57,563237.45
10018,ТАО,55.33414,37.322912,127.8,2,9,22,0.4,56.75,0.21,1.47,2.39,2005,19,панель,косметический,3.01,0,0,0,1,16994658.1,132968.56
10019,ВАО,55.790729,37.824524,84.1,1,19,24,0.48,23.38,1.98,0.81,2.8,1977,47,панель,без ремонта,2.81,1,0,0,1,17568156.4,208917.37
10020,ЗАО,55.734903,37.431903,127.7,2,8,12,0.12,20.69,2.11,1.34,1.65,1977,47,панель,без ремонта,2.69,1,0,0,1,37867860.33,296637.57
10021,СВАО,55.88178,37.621298,98.6,2,11,18,0.68,14.41,1.97,1.41,0.66,1995,29,монолит,косметический,2.9,1,1,0,1,27146633.85,275323.35
10022,ЮЗАО,55.673792,37.556522,40.4,2,6,15,1.04,11.01,1.62,1.22,2.1,1986,38,панель,без ремонта,3.18,1,0,0,1,12662932.09,313487.54
10023,ЗАО,55.736136,37.439906,72.5,2,3,12,0.29,19.79,2.02,0.52,2.18,1993,31,монолит,косметический,2.52,1,0,0,1,22253025.86,306821.93
10024,ЗАО,55.72351,37.446768,109.3,4,15,24,0.84,19.21,1.41,0.37,2.92,1970,54,кирпич,без ремонта,2.91,1,0,0,1,38012477.73,347849.23
10025,СВАО,55.868275,37.604626,69.1,2,11,20,0.38,12.99,1.12,1.41,0.76,2015,9,монолит,евроремонт,2.66,1,0,0,1,21137772.25,305781.36
10026,САО,55.828476,37.535712,55.2,2,7,9,0.27,12.43,2.22,0.95,1.03,1967,57,панель,евроремонт,2.51,1,1,0,1,21316607.88,386226.85
10027,ЮВАО,55.704164,37.734501,131.8,5,1,19,0.27,14.03,1.57,1.27,0.84,2000,24,панель,косметический,3.19,1,0,0,1,29918476.98,227018.77
10028,ЗАО,55.718576,37.448785,133.6,2,3,13,0.42,19.09,1.89,0.15,0.44,1980,44,кирпич,косметический,2.85,1,0,0,1,42536448.8,318487.66
10029,СВАО,55.867186,37.616255,137.9,3,16,21,0.5,12.79,0.96,0.95,1.94,1971,53,блочный,евроремонт,2.66,1,1,1,1,35108294.48,254575.91
10030,НАО,55.554499,37.379449,70.0,1,5,22,0.49,34.33,2.28,1.38,2.5,2004,20,монолит,евроремонт,3.17,1,0,0,1,16986409.48,242692.48
10031,ЮВАО,55.679286,37.774794,66.4,5,11,12,0.36,19.24,1.33,1.2,1.18,1988,36,панель,без ремонта,2.67,1,0,1,1,18924165.56,284877.66
10032,ЗАО,55.710988,37.45337,104.1,1,6,9,2.25,18.78,0.86,0.26,2.5,1977,47,панель,дизайнерский,2.99,0,1,0,1,34377372.5,330125.6
10033,ВАО,55.789448,37.826978,38.3,3,3,9,0.79,23.62,1.59,0.36,1.02,1992,32,блочный,евроремонт,3.03,1,1,0,1,12909952.8,336953.13
10034,ЗАО,55.70087,37.45357,136.6,1,2,24,0.87,19.06,2.01,0.69,0.63,1963,61,кирпич,без ремонта,2.72,0,1,0,1,43482351.65,318316.7
10035,ЮВАО,55.723937,37.772679,111.6,1,8,9,0.38,17.5,1.72,1.49,2.64,2015,9,блочный,косметический,2.66,0,0,0,1,24740863.41,221772.41
10036,ЮВАО,55.730179,37.759828,111.3,3,9,13,0.13,15.98,2.33,0.44,0.72,2009,15,монолит,косметический,2.68,0,1,0,1,25734651.46,231237.7
10037,ЦАО,55.731042,37.629944,37.1,3,11,12,2.89,2.71,2.38,0.88,2.23,1974,50,кирпич,косметический,3.05,1,0,0,1,22747660.73,613659.32
10038,СЗАО,55.846171,37.375003,82.9,4,11,17,0.86,28.88,1.06,0.51,2.66,1976,48,блочный,без ремонта,2.93,1,1,0,1,24316600.42,293348.51
10039,САО,55.825769,37.500607,78.6,4,14,20,0.18,15.34,1.51,1.05,0.94,1984,40,кирпич,евроремонт,2.8,0,0,0,1,27619866.26,351470.52
10040,СВАО,55.901604,37.602578,38.2,1,5,9,3.19,16.69,2.43,1.14,1.67,1996,28,панель,без ремонта,3.12,1,1,1,1,11413111.94,298464.3
10041,ЮВАО,55.706081,37.730599,127.6,5,10,12,1.28,13.55,1.88,1.5,2.92,2004,20,панель,косметический,2.99,1,1,0,1,31299907.78,245267.9
10042,ВАО,55.775247,37.827992,28.4,2,9,23,0.27,23.51,1.14,0.54,2.96,1997,27,монолит,евроремонт,3.02,1,1,0,1,11844298.97,416647.04
10043,ВАО,55.811741,37.832204,43.1,2,9,16,0.32,24.74,0.44,0.11,1.13,1991,33,монолит,евроремонт,2.63,1,0,0,1,15451251.43,358647.44
10044,ЮАО,55.639539,37.73149,66.7,2,3,13,0.8,17.77,0.43,0.68,1.94,2015,9,панель,косметический,2.71,1,1,1,1,20488780.3,307003.17
10045,САО,55.848114,37.511606,113.9,5,9,16,0.37,15.87,0.2,1.38,2.79,2006,18,монолит,без ремонта,2.58,1,0,0,1,36871514.84,323788.5
10046,ЮЗАО,55.630028,37.5821,70.0,2,4,20,0.58,14.1,2.39,0.83,2.29,1972,52,панель,евроремонт,2.56,0,1,0,1,23123955.8,330156.17
10047,ВАО,55.776157,37.806491,147.3,2,1,10,0.49,21.15,0.67,1.11,1.49,2015,9,панель,евроремонт,3.04,1,0,1,1,34110307.34,231538.99
10048,СЗАО,55.839946,37.402592,69.5,3,11,13,0.85,25.77,1.6,0.69,2.38,1982,42,блочный,евроремонт,3.14,0,0,0,1,23215293.41,334200.51
10049,ЮВАО,55.681695,37.762769,86.8,5,8,15,0.44,17.91,0.98,0.17,0.84,2007,17,монолит,косметический,3.01,1,0,0,1,20557350.14,236901.5
10050,САО,55.819991,37.532372,131.0,1,10,12,0.13,12.09,1.55,0.85,2.74,2010,14,панель,евроремонт,2.97,0,1,0,1,42556935.51,324977.08
10051,САО,55.81617,37.50898,35.3,1,17,23,2.96,13.99,1.2,1.09,2.07,1963,61,панель,без ремонта,2.78,1,0,0,1,9749549.06,276372.73
10052,ТАО,55.338314,37.30668,79.8,2,3,12,0.39,57.44,1.41,0.73,0.82,2007,17,панель,евроремонт,2.81,1,0,0,1,11696275.08,146641.59
10053,САО,55.837901,37.530785,147.8,1,3,6,0.51,13.55,0.25,0.58,1.5,1978,46,панель,косметический,2.92,1,1,0,1,37170370.82,251552.25
10054,ЗАО,55.717148,37.443211,93.2,2,4,18,0.76,19.73,2.35,1.3,2.58,1968,56,панель,евроремонт,3.05,0,0,0,1,26365696.51,282824.66
10055,ТАО,55.319832,37.303064,73.2,2,16,17,0.74,59.32,0.98,1.17,1.61,1982,42,панель,без ремонта,2.54,0,1,1,1,12517337.5,171086.21
10056,ЦАО,55.746398,37.617007,100.9,2,8,18,0.2,0.62,0.21,1.39,2.12,2022,2,сталинка,евроремонт,2.59,0,1,1,1,58871773.14,583353.33
10057,СЗАО,55.83245,37.348578,26.4,1,1,13,0.23,31.16,2.21,1.48,0.7,1992,32,блочный,косметический,3.02,0,1,1,1,7485615.05,283098.37
10058,ТАО,55.329983,37.307155,43.1,2,1,10,1.59,58.15,1.22,0.85,2.73,1985,39,блочный,евроремонт,2.84,0,1,0,1,6682990.99,155079.08
10059,ЮВАО,55.695876,37.752444,133.2,2,8,10,1.03,16.22,1.89,0.75,0.76,2007,17,панель,без ремонта,2.65,1,0,0,1,29425080.42,220916.02
10060,ВАО,55.752725,37.86643,145.8,4,1,10,1.52,27.63,0.23,1.25,1.55,2002,22,панель,евроремонт,2.71,0,0,1,1,33526364.54,229945.94
10061,ЮАО,55.647526,37.701006,112.8,3,7,15,0.63,14.85,1.65,0.58,1.21,2004,20,монолит,косметический,2.94,1,0,0,1,28264271.99,250532.47
10062,СЗАО,55.857003,37.400778,64.1,3,5,11,1.06,26.73,0.52,1.43,2.68,1977,47,монолит,без ремонта,3.12,1,1,1,1,17299580.27,269940.29
10063,ТАО,55.348224,37.317605,67.4,1,9,23,0.88,55.83,2.12,1.42,2.61,2011,13,монолит,дизайнерский,3.15,0,0,1,1,14801837.0,219676.91
10064,ЮАО,55.623876,37.744827,46.4,2,7,20,1.02,20.05,0.61,0.25,2.7,1975,49,монолит,без ремонта,2.51,0,1,0,1,11758767.9,253492.19
10065,ТАО,55.34466,37.27763,120.6,1,8,19,0.16,58.89,0.31,0.84,2.85,2015,9,панель,косметический,3.04,0,1,1,1,18037561.52,149605.49
10066,ЮЗАО,55.673549,37.547924,63.4,1,5,21,1.32,11.64,0.62,0.57,0.9,1989,35,панель,косметический,2.61,0,0,1,1,21447251.56,338458.87
10067,ТАО,55.361807,37.301882,135.9,2,2,20,0.88,55.71,1.45,0.57,0.45,1983,41,панель,евроремонт,3.02,1,1,0,1,25124569.01,184867.84
10068,СВАО,55.873185,37.63919,32.0,2,9,24,0.37,13.67,2.05,1.01,1.7,1989,35,панель,косметический,2.8,0,1,0,1,9564685.85,298947.79
10069,САО,55.833428,37.507067,78.3,1,8,24,1.43,15.23,2.5,0.38,2.57,2012,12,панель,евроремонт,3.12,0,0,1,1,26505560.38,338384.58
10070,ЮЗАО,55.652338,37.617186,142.9,4,15,24,1.46,11.06,1.62,1.2,2.23,1993,31,панель,евроремонт,3.03,1,1,0,1,38174483.52,267055.53
10071,ТАО,55.324976,37.307683,147.7,4,3,12,0.85,58.56,1.05,0.34,0.62,2020,4,монолит,без ремонта,3.12,1,1,1,1,22894125.44,154964.97
10072,ВАО,55.790881,37.795921,98.5,2,19,22,0.8,20.27,1.22,1.39,0.58,1994,30,блочный,евроремонт,3.08,0,0,1,1,27351689.63,277694.84
10073,СЗАО,55.825539,37.390755,73.0,2,8,15,0.62,26.46,0.84,0.8,0.86,1997,27,панель,косметический,3.17,1,1,0,1,19910944.97,272638.53
10074,СЗАО,55.819444,37.370195,98.0,1,9,14,0.78,28.45,2.46,0.12,2.26,2006,18,монолит,косметический,2.64,1,0,1,1,24235124.75,247237.35
10075,НАО,55.553058,37.357274,38.5,1,1,15,0.58,36.36,0.9,1.27,0.3,2019,5,панель,косметический,3.19,1,0,1,1,9109890.75,236775.58
10076,ЦАО,55.749049,37.62373,37.9,2,15,18,1.85,0.77,0.41,1.08,1.23,1966,58,сталинка,без ремонта,2.95,1,1,1,1,19304303.9,509855.59
10077,ЗАО,55.729715,37.464276,89.5,3,7,7,0.11,17.19,0.68,0.76,0.72,2003,21,монолит,евроремонт,2.64,1,0,0,1,27452468.04,306825.68
10078,ЮЗАО,55.639222,37.580663,132.0,3,4,10,1.46,13.17,0.83,0.13,1.26,1998,26,кирпич,евроремонт,2.83,1,1,0,1,41674500.46,315675.87
10079,ЗАО,55.737214,37.426865,123.2,2,8,8,0.56,21.22,0.3,1.24,1.79,1994,30,кирпич,евроремонт,2.51,1,0,0,1,37430681.03,303737.51
10080,СЗАО,55.80637,37.392387,47.6,3,4,19,0.48,25.71,1.16,0.28,2.21,1973,51,панель,без ремонта,2.69,1,0,0,1,11702655.5,246045.68
10081,ТАО,55.341688,37.328041,77.2,3,6,10,0.8,55.74,1.23,0.62,2.0,2009,15,панель,без ремонта,2.76,1,0,0,1,10311404.17,133625.15
10082,ЮВАО,55.683143,37.75883,77.6,3,1,23,0.62,17.45,2.05,1.24,0.61,2001,23,панель,косметический,3.18,1,1,0,1,21890433.21,282052.61
10083,ЮВАО,55.688632,37.771886,144.4,1,11,19,0.55,18.52,2.21,0.6,0.66,2008,16,монолит,без ремонта,2.57,1,1,0,1,39225087.08,271612.3
10084,ЮВАО,55.691776,37.72487,126.7,2,11,20,1.37,13.66,1.77,1.44,1.02,2002,22,панель,евроремонт,2.67,1,0,1,1,29212937.68,230509.14
10085,ЗАО,55.706221,37.408455,82.1,1,7,19,0.29,23.75,1.69,0.91,0.78,1974,50,кирпич,евроремонт,2.63,1,1,1,1,30257990.81,368652.08
10086,САО,55.831922,37.535044,83.6,2,3,5,0.44,12.75,1.38,0.97,0.89,1983,41,монолит,без ремонта,2.6,0,0,0,0,21866583.42,261591.91
10087,САО,55.845505,37.525475,63.8,1,3,19,1.14,14.56,1.7,0.86,0.79,1977,47,панель,без ремонта,2.73,1,1,1,1,17927455.83,280861.37
10088,НАО,55.547785,37.386725,102.6,1,6,12,0.51,34.21,0.97,0.9,2.41,1985,39,монолит,косметический,2.58,1,1,0,1,18847373.9,183768.59
10089,ЦАО,55.740575,37.604851,45.1,2,19,19,0.13,1.89,0.48,1.21,0.36,1942,82,сталинка,без ремонта,2.81,0,0,0,1,24540011.99,544347.69
10090,ЮЗАО,55.649993,37.541989,133.2,3,1,14,0.33,14.09,2.34,1.33,2.62,1972,52,панель,без ремонта,2.96,1,0,1,1,33316731.28,250041.64
10091,СВАО,55.872206,37.620201,125.5,2,4,11,0.71,13.35,0.43,0.8,0.64,1970,54,блочный,косметический,2.82,0,0,0,1,32101108.15,255851.77
10092,СЗАО,55.827618,37.390356,120.7,1,9,21,0.21,26.57,2.42,0.51,1.04,1974,50,блочный,без ремонта,2.56,1,0,0,1,34061485.07,282096.47
10093,ТАО,55.331864,37.297828,35.8,2,20,20,0.78,58.6,0.25,0.54,0.87,1973,51,панель,косметический,3.04,1,0,0,1,4730355.16,132317.43
10094,ЮВАО,55.696786,37.783137,59.4,2,18,21,0.41,19.38,1.5,1.22,1.96,2021,3,панель,евроремонт,2.89,1,0,1,1,17526678.58,295011.07
10095,ЗАО,55.725596,37.425877,102.1,1,5,8,0.7,21.47,2.34,1.17,2.74,1989,35,панель,евроремонт,3.13,1,0,0,1,30797137.25,301631.44
10096,ЦАО,55.757362,37.612998,79.7,2,1,9,0.22,0.78,1.69,0.95,1.24,2008,16,кирпич,евроремонт,2.56,1,0,0,1,41717793.41,523594.42
10097,САО,55.828856,37.50993,48.0,2,5,20,1.13,14.67,1.59,0.38,1.49,1966,58,кирпич,косметический,2.98,1,1,0,1,16808459.28,350126.84
10098,СВАО,55.871996,37.607872,70.5,2,6,13,0.34,13.36,0.65,1.32,2.6,1982,42,блочный,евроремонт,3.19,1,0,0,1,22647703.03,321150.74
10099,ЮАО,55.65432,37.689138,55.4,1,5,11,0.26,13.45,2.38,0.64,1.69,2022,2,монолит,евроремонт,2.77,1,1,0,1,18713377.33,337713.82
10100,ЮВАО,55.691383,37.757913,90.1,1,13,16,1.33,16.98,1.98,0.93,0.36,2016,8,панель,косметический,2.65,1,1,0,1,20803901.42,230833.21
10101,САО,55.838973,37.529091,103.9,2,14,15,0.41,13.77,2.03,0.4,2.72,1997,27,панель,дизайнерский,2.98,1,0,1,1,31609356.9,304292.65
10102,ТАО,55.321567,37.303065,75.3,1,12,21,0.22,59.17,0.38,0.74,0.77,1999,25,панель,косметический,2.76,1,1,1,1,10961678.48,145569.21
10103,НАО,55.553445,37.342621,36.7,2,12,22,0.63,37.64,0.65,0.7,0.46,1998,26,монолит,без ремонта,3.02,1,0,0,1,7703456.84,209710.33
10104,СЗАО,55.814877,37.407734,92.6,2,9,9,0.41,24.31,2.19,0.43,0.44,1976,48,блочный,евроремонт,2.83,1,0,0,1,28965594.91,312952.22
10105,СВАО,55.836813,37.620539,60.6,1,8,9,0.14,9.42,1.81,1.22,1.36,1972,52,панель,дизайнерский,3.19,1,0,0,1,21151876.2,348758.94
10106,ЗАО,55.728568,37.397209,106.3,2,9,11,0.78,24.59,0.33,0.77,1.36,2020,4,кирпич,косметический,3.05,0,0,0,1,31525815.67,296683.68
10107,САО,55.827818,37.515403,34.6,3,4,5,1.28,14.12,0.45,0.69,1.9,1969,55,панель,косметический,2.65,1,0,1,1,14265544.65,411814.35
10108,ВАО,55.800397,37.815168,82.5,2,12,17,3.33,22.59,1.0,0.68,2.13,1995,29,панель,евроремонт,2.91,1,0,0,1,23512498.76,284889.05
10109,ЗАО,55.727518,37.464816,64.6,1,4,9,1.02,17.16,1.64,0.2,1.49,2021,3,монолит,дизайнерский,3.11,1,1,1,1,23932365.7,370616.77
10110,НАО,55.554406,37.364855,44.0,1,16,21,1.93,35.6,0.2,0.24,1.05,1985,39,панель,евроремонт,2.99,0,0,1,1,11601565.07,263828.55
10111,СЗАО,55.846377,37.39439,55.7,1,18,24,2.21,26.89,0.79,1.01,2.63,2006,18,монолит,косметический,2.84,1,1,0,1,13781651.73,247645.03
10112,ЦАО,55.76185,37.616922,58.2,1,3,5,0.86,1.1,1.34,0.87,1.34,1980,44,монолит,без ремонта,2.95,1,0,0,1,28304531.49,486106.07
10113,САО,55.828797,37.53723,91.7,1,12,14,0.19,12.33,1.38,1.15,1.43,1998,26,монолит,косметический,3.18,1,0,0,1,28258433.52,308120.76
10114,ЮЗАО,55.62017,37.578053,131.0,2,8,21,2.43,15.27,2.46,1.03,0.99,1992,32,панель,евроремонт,2.55,1,1,0,1,39944886.64,304922.78
10115,ЦАО,55.755796,37.621808,120.1,2,7,7,2.25,0.64,1.53,0.52,0.63,1983,41,сталинка,без ремонта,2.51,1,0,0,1,54871858.48,457022.12
10116,ЮЗАО,55.648501,37.558111,34.6,3,19,23,0.48,13.25,2.17,1.32,2.22,2008,16,монолит,косметический,3.09,1,0,0,1,14170301.23,409706.65
10117,ЗАО,55.700447,37.421772,99.6,2,4,12,1.4,22.47,1.53,0.75,3.0,1981,43,монолит,без ремонта,3.0,1,1,1,1,33020307.59,331511.35
10118,СЗАО,55.8459,37.409306,98.2,2,20,22,0.34,25.35,1.18,0.91,1.69,1982,42,панель,без ремонта,2.7,0,1,0,1,27808849.93,283264.82
10119,СЗАО,55.867219,37.378513,123.8,1,9,11,1.83,29.45,0.62,0.91,2.13,2014,10,панель,дизайнерский,2.64,1,1,1,1,35062885.05,283197.39
10120,НАО,55.546121,37.374096,86.3,1,18,22,0.88,35.39,1.03,1.29,0.82,2020,4,панель,косметический,2.61,1,0,1,1,16388551.77,189971.66
10121,ВАО,55.788146,37.796438,54.1,1,6,21,0.24,20.26,1.13,1.11,0.83,1989,35,панель,без ремонта,2.56,1,0,1,1,13350410.4,246920.66
10122,ЮВАО,55.668449,37.78413,43.0,1,9,22,0.48,20.69,0.95,1.16,1.05,1985,39,монолит,косметический,2.6,1,1,0,1,12190329.69,283223.7
10123,ЗАО,55.715533,37.443658,87.0,2,3,23,1.03,19.72,0.78,0.63,0.5,1989,35,кирпич,евроремонт,2.73,1,0,1,1,30574850.71,351427.88
10124,ЗАО,55.704061,37.409798,137.4,3,5,7,1.54,23.66,0.72,0.25,2.48,2007,17,кирпич,евроремонт,2.51,1,0,1,1,46364222.93,337324.23
10125,ЮАО,55.63868,37.72299,75.5,2,8,10,0.39,17.19,2.21,0.31,1.83,2013,11,панель,дизайнерский,2.98,0,0,0,1,22006792.1,291329.37
10126,ЗАО,55.739874,37.392643,124.7,3,3,18,0.52,25.0,0.52,0.33,2.91,1963,61,панель,евроремонт,3.07,1,0,1,1,38697742.85,310424.27
10127,САО,55.851988,37.525038,105.6,1,2,6,0.29,15.12,1.68,1.12,2.43,2003,21,монолит,евроремонт,2.98,1,0,1,1,31799818.17,301175.73
10128,ЮЗАО,55.657905,37.548829,124.6,1,11,13,1.16,12.93,2.43,1.28,2.17,1977,47,кирпич,без ремонта,2.73,1,0,0,1,30704297.3,246370.01
10129,ЗАО,55.711614,37.46836,74.5,2,2,8,1.95,17.15,0.42,0.21,1.49,2005,19,кирпич,косметический,2.72,1,0,0,1,21887656.53,293688.31
10130,САО,55.883998,37.530501,58.0,2,24,24,0.56,17.55,1.86,0.6,0.71,1982,42,кирпич,евроремонт,3.17,1,0,0,1,21698090.09,373893.14
10131,ЮАО,55.639658,37.738324,104.5,2,9,9,0.65,18.31,1.48,0.96,1.71,1980,44,панель,евроремонт,2.53,1,1,0,1,26541020.5,253890.52
10132,ЮЗАО,55.641501,37.5696,127.6,2,9,12,1.43,13.37,1.97,1.27,2.73,2020,4,кирпич,косметический,2.67,1,0,0,1,36079299.73,282761.63
10133,ЗАО,55.704376,37.418901,61.9,2,1,6,0.16,22.67,1.17,0.24,1.05,2004,20,монолит,евроремонт,2.79,1,0,0,1,19557866.54,316186.22
10134,СВАО,55.885801,37.627153,114.9,1,9,24,3.93,14.89,1.39,0.98,1.49,1981,43,панель,без ремонта,2.96,1,0,0,1,28093353.21,244563.11
10135,СЗАО,55.827329,37.378329,121.9,3,8,13,1.28,27.83,1.62,1.36,2.69,2004,20,монолит,косметический,2.97,1,0,0,1,36467523.65,299139.06
10136,ЮЗАО,55.635089,37.542992,31.7,2,6,18,0.86,15.39,1.64,0.7,1.56,2004,20,монолит,косметический,3.16,1,0,0,1,10959584.05,346051.85
10137,НАО,55.541042,37.3609,51.3,1,13,17,0.75,36.87,1.6,1.14,1.18,1992,32,панель,косметический,2.6,0,1,0,1,10697905.73,208355.62
10138,ТАО,55.335518,37.297563,143.4,2,9,13,0.17,58.3,2.41,0.42,1.38,2017,7,монолит,косметический,3.19,0,0,1,1,22195668.81,154835.27
10139,ВАО,55.778546,37.808086,122.1,1,7,14,0.54,21.36,0.31,0.39,1.96,2007,17,панель,косметический,3.01,1,0,0,1,33744121.37,276282.8
10140,САО,55.811258,37.516189,53.5,3,16,18,2.25,13.03,0.4,1.17,2.48,2007,17,панель,косметический,3.16,1,0,0,1,18605636.81,347606.15
10141,ЮЗАО,55.660915,37.563239,37.8,1,11,16,0.21,11.77,0.56,0.17,1.9,2018,6,кирпич,евроремонт,2.7,1,0,0,1,13255447.71,350309.59
10142,ТАО,55.301468,37.299931,98.1,3,18,21,0.26,61.18,1.96,1.14,1.09,1976,48,монолит,евроремонт,3.01,1,1,1,1,21954581.44,223825.69
10143,СЗАО,55.826706,37.377118,72.9,2,5,16,0.35,27.94,1.91,1.44,2.4,1983,41,монолит,косметический,2.69,1,0,1,1,17899304.3,245502.82
10144,ЦАО,55.772876,37.605456,76.5,2,6,17,0.83,2.68,0.64,1.23,2.05,1939,85,монолит,косметический,2.78,0,0,0,1,41709115.41,545082.96
10145,ЮАО,55.653619,37.732943,72.4,1,12,20,0.48,16.84,0.93,0.56,2.26,2017,7,блочный,евроремонт,2.96,1,1,0,1,22105073.39,305302.63
10146,ЮЗАО,55.642214,37.591211,37.1,2,10,20,1.46,12.53,0.36,0.11,0.74,2002,22,монолит,без ремонта,2.75,0,0,1,1,11890551.62,320135.49
10147,ЮЗАО,55.641704,37.59459,61.9,1,3,13,2.16,12.5,1.07,1.25,1.35,1974,50,кирпич,без ремонта,2.54,0,1,1,1,18894021.7,305229.93
